125174.0690.wav|그리고 마지막에 'Dionysus'죠
125174.0691.wav|들어봅시다
125174.0692.wav|이거 더블링 진짜 예술로 쳐놨는데 화성이랑
125174.0693.wav|그게 되게 믹스 과정에서 뭔가...
125174.0694.wav|엔지니어의 재량이겠지만 더블링이 너무 안 들려서 되게 아쉬웠어요
125174.0695.wav|되게 화성 쌓듯이 멋있게 쌓아놨는데
125174.0696.wav|아무래도 제가 목소리를 너무 세게 해놔서 그런지 더블링이 너무 작아져서
125174.0697.wav|마지막 곡이에요
125174.0698.wav|페르소나로 스스로를 찾아헤매던 사람이 결국엔 디오니소스가 된
125174.0699.wav|난 디오니소스구나 그런 거 아닐까라고 저는 개인적으로 생각합니다
125174.0700.wav|그래서 이제 이 노래를 타이틀 가사 다 쓰고 마지막에 왔는데
125174.0701.wav|타이틀 랩 쓰기 전에 홉이 랩까지 같이 봐주고
125174.0702.wav|그다음에 'Dionysus'를 마지막에 하게 됐는데
"125174.0703.wav|이쯤 되니까 나간 거예요, 멘탈이"
125174.0704.wav|너무 가사랑 언어에 시달려서
125174.0705.wav|뭔가 하나가 마음에 안 드는 게 있으면 저도 누워서 계속 잠이 안 와요
"125174.0706.wav|끝도 보이지 않던 영원의 밤, 영원의  밤? 끝도 보이지 않는 영원의 밤?"
125174.0707.wav|영원의 방?
125174.0708.wav|끝이 보이지 않는 영원의  밤?
125174.0709.wav|영겁의 밤? 영겁의 방?
125174.0710.wav|계속 생각해요 뭐가 낫지?
125174.0711.wav|들을 때 뭐가 낫지?
"125174.0712.wav|들을 때 영겁보다 영원이 나은 거 같은데 근데 밤이야, 방이야?"
125174.0713.wav|밤이겠지? 아침을 선물해야 되니까?
125174.0714.wav|근데 방도 괜찮은데
125174.0715.wav|이게 잠이 안 와요 그래서 이 과정에 너무 시달리다 보니까
125174.0716.wav|'Dionysus'는 안 하고 싶더라고요
125174.0717.wav|'Dionysus'는 누가 해줬으면 좋겠다 누가 좀 해줘라
125174.0718.wav|노래가 너무 신나요 너무 신나는데 기를 너무...
125174.0719.wav|근데 여기에서도 힘을 내서 이제 썼어요
125174.0720.wav|'Dionysus' 술잔 파트는 제가 쓴 거예요
125174.0721.wav|이거 그거 있나? 녹음한 거 있나?
125174.0722.wav|녹음한 게 있으면 들려드리고 제가 좀 잘했는데
125174.0723.wav|이게 보시면 되게 다채로운 랩인데 너무...
125174.0724.wav|다음에는 제가 의견을 내야겠어요 아무튼 인트로가...
125174.0725.wav|뭐지?
"125174.0726.wav|여기 쓰고, 제가 여기까지 쓰고 녹다운 돼서"
125174.0727.wav|슈프림 보이든 누구든 도와줘! 이러고 미뤄버렸어요
125174.0728.wav|근데 우리의 구원 투수가 나옵니다 제이홉
125174.0729.wav|아마 제이홉이 나머지 대부분을 다 썼을 거예요
125174.0730.wav|그 뒤에 과정은 정확히 모르는데 아무튼 정말 너무 잘 썼습니다
125174.0731.wav|어떻게 이런 걸 생각하는지
125174.0732.wav|제가 이런 거에 약한 거 같아요
125174.0733.wav|너무 잘하고 너무 잘했어요
125174.0734.wav|그리고 윤기 형 랩이 여기서 진짜 예술이고
125174.0735.wav|이거는 뭐 다들 용호상박 느낌으로 전투
125174.0736.wav|그래서 원래 이게 싸비 부분이 이랬어요
125174.0737.wav|보컬이 아니라 죄송합니다
"125174.0738.wav|이거였어요, 원래 음이 떨어지죠?"
125174.0739.wav|이거를 방 PD님이 '내 술잔 ay'로 바꿨으면 좋겠다
"125174.0740.wav|근데 저랑 반대했었거든요, 홉이랑"
"125174.0741.wav|저는 리듬 타는 게, 고개가 끄덕이는 게 중요한데"
125174.0742.wav|고개 끄덕이는 게
125174.0743.wav|이게 훨씬 편합니다 근데 자기를 믿어달라고
"125174.0744.wav|이게 심장을 뛰게 하는 사람을 이렇게 하는 곡이잖아요, 그래서"
125174.0745.wav|이렇게 했으면 좋겠다고 처음에 되게 의아했는데
125174.0746.wav|저는 너무 멜로디가 남발되는 거 같아서 고음이 남발되는 거 같아서
125174.0747.wav|별로지 않나? 했는데 결국에 퍼포먼스 나오니까
125174.0748.wav|그 말이 정확하게 맞았습니다
125174.0749.wav|이거 '술잔 ay'로 갔으면 되게 별로였을 거 같아요
125174.0750.wav|잘 안 살았을 거 같고
125174.0751.wav|이거 안무 진짜 오래 전부터 짰고 세트도 준비하고
125174.0752.wav|그다음에 외국에서 대부분의 안무를 가져온 다음에
125174.0753.wav|한국에서 짠 걸 합쳐서 만들어진
125174.0754.wav|연습 많이 하고
125174.0755.wav|태형이 구르는 거 어려워하고
125174.0756.wav|막 떨어지는 낙하하는 안무 같은 거 사실 제가 좀...
125174.0757.wav|그때는 안 배워서는 좋았는데
125174.0758.wav|막상 제 파트에 애들이 그걸 하니까 되게 미안하더라고요
125174.0759.wav|나도 해야 되는데 이러면서 약간...
125174.0760.wav|허공에 날리는 작은 먼지처럼 하는 그런 느낌이라
"125174.0761.wav|그 파트에 수고해 주는, 협조해줬던 멤버들한테"
125174.0762.wav|너무 고맙고 미안하다는 말을 하고 싶어요
125174.0763.wav|여기서는 보컬 친구들도 이제는 뭐...
"125174.0764.wav|사실 라이브 할 때 보컬 친구들 걱정을 아예 안 해요, 너무 잘해요"
125174.0765.wav|너무 잘하고
125174.0766.wav|우리가 다들 전체적으로 실력이 많이 늘었구나
125174.0767.wav|그런 느낌을 받을 수 있었던
125174.0768.wav|뭐 했는데 벌써 59분이야? 주무시는 거 아니죠?
125174.0769.wav|일어나세요!
125174.0770.wav|벌써 12시네요 12시가 다 됐네
125174.0771.wav|아무튼 이렇습니다
125174.0772.wav|이렇게 해서 끝내봤습니다
125174.0773.wav|방탄 진짜 수고했다
125174.0774.wav|그리고 진짜로 이 앨범을 정확하게 들어주시고 받아주셔서 너무 감사합니다
125174.0775.wav|받아줄 사람이 없는데 이거 열심히 쓰면 뭐 합니까
125174.0776.wav|다 들어주시고
"125174.0777.wav|그리고 너무 많은 기록들, 좋은 성적들 친구들이 다 알려주고"
"125174.0778.wav|저도 많이 받아요, 연락을 받고"
125174.0779.wav|최초로 빌보드 한 자릿수 8위를 달성해서
125174.0780.wav|사실 지금 진짜 말도 안 되게 쟁쟁하거든요 신성분들이랑
125174.0781.wav|기존 뭐 포스트 말론이나 되게 쟁쟁한 사이에서 8위를 기록했다는 게 기적이고
125174.0782.wav|너무 정말 감사합니다
125174.0783.wav|빌보드 순위에 대해서 팬들께 감사인사 드렸어요
125174.0784.wav|빌보드 탑 텐에 지금 가장 쟁쟁한 아티스트 분들이 많은데
125174.0785.wav|그 사이에서 8위를
125174.0786.wav|한 게 너무 놀랍고 믿어지지가 않고 팬분들 덕분에 가능한 결과였어요
125174.0787.wav|제가 늘 말씀드리듯 이런 성과에 대해 저는 항상 감사하고 당연하게 여기지 않아요
125174.0788.wav|여러분들의 성원에 보답하기 위해
125174.0789.wav|계속 열심히 음악 만들고 공연할때마다 최선을 다할 거예요
"125174.0790.wav|가사, 인터뷰, 모든 것에 최선을 다하겠습니다"
125174.0791.wav|모든 것에 감사드리고 성원에 감사드려요 월드투어에서 여러분들 만나뵙겠습니다
125174.0792.wav|끝났어요 여러분 딱 1시간 채웠어요
"125174.0793.wav|오늘은 제가 시간에 쫓기면 얘기를 길게 못 할까 봐, 약간 지루할 수 있는데"
125174.0794.wav|조금 길게 해서
125174.0795.wav|죄송하고
125174.0796.wav|질문을 10개 받고 가볼게요
125174.0797.wav|여러분들 주무셔야 되고
125174.0798.wav|저도 내일 여러 가지 스케줄이 있습니다
125174.0799.wav|아침부터 연습이 있고 그래서
125174.0800.wav|저도 이제 질문을 10개 받고 들어가보도록 하겠습니다
125174.0801.wav|오늘 실수한 거 없었나요? 잘했나요? 잘했겠죠?
125174.0802.wav|어떤 거든 물어보세요
125174.0803.wav|질문 딱 10개만 받고 자러가겠습니다
"125174.0804.wav|너무 빨라서, 잠시만요"
125174.0805.wav|목걸이요?
125174.0806.wav|호루라기입니다
125174.0807.wav|남준국 건국 언제 해요?
125174.0808.wav|제 주변 지인들한테 이걸 듣고 알았는데
125174.0809.wav|무슨무슨 죄입니다
125174.0810.wav|저는 엄연한 대한민국 자랑스러운 국민으로서
125174.0811.wav|제 마음속에 나라를 만들겠습니다
125174.0812.wav|오세요! 입주하러 오세요!
125174.0813.wav|무슨 아파트도 아니고 뭐라고 그러나요?
125174.0814.wav|국적을...
125174.0815.wav|여기까지만 하겠습니다
125174.0816.wav|겁 많은 호석이 'Dionysus' 안무 괜찮았나요?
125174.0817.wav|홉이가 안무가 본인의 전공이라 그런지
125174.0818.wav|안무할 때 겁 전혀 없어요
125174.0819.wav|홉이가 안무할 때 겁을 낸다? 그런 거 한 번도 본 적 없는 거 같고
125174.0820.wav|항상 앞에서 끌어주고 리드해 주는 친구이기 때문에
125174.0821.wav|겁과 홉이는 안무에서 안 만납니다
125174.0822.wav|지금 세 개 읽었어요
125174.0823.wav|저 요즘 관심사
125174.0824.wav|저는 뭐 맨날 제가 하도 얘기하고 다녀서 뻔하지 않나요?
125174.0825.wav|약간 재미없지 않나요?
"125174.0826.wav|전 옷, 나무, 장난감"
"125174.0827.wav|예쁜 그림, 풍경, 산책, 자전거"
125174.0828.wav|음악 음악이 이렇게 마지막에 나오면 안 되지
"125174.0829.wav|가족, 친구"
125174.0830.wav|그리고 여러분
125174.0831.wav|'모노' 노래 불러주세요
125174.0832.wav|못하겠네요 죄송합니다
125174.0833.wav|지금까지 다섯개 답해드렸어요
125174.0834.wav|백발 어떻게 하게 됐습니까? 백발은 제가 하고 싶어서 하게 됐습니다
125174.0835.wav|제가 밀었어요
125174.0836.wav|근데 백발 유지가 잘 안돼요 금방 노래지고 이래서
125174.0837.wav|계속 샴푸 해 주고 계속 탈색을 해줘야 돼서 되게 까다롭습니다
125174.0838.wav|한강 걸으면서 듣기 좋은 노래
125174.0839.wav|제가 딱 정해드릴게요
125174.0840.wav|낮!
125174.0841.wav|한강!
125174.0842.wav|너무 행복하다
125174.0843.wav|낮이고요 밤입니다
125174.0844.wav|밤이죠? 불 꺼졌죠? 밤
125174.0845.wav|밤 버전
125174.0846.wav|역시 밤의 한강은 정말 아름답구먼
125174.0847.wav|우리 모두는 우주구나
125174.0848.wav|너는 나의 우주
125174.0849.wav|너는 나의 우주
125174.0850.wav|이 2개면 당신도 한강
"125174.0851.wav|이게 낫네, 진작 이렇게 할걸"
"125174.0852.wav|맞죠? 이게 낫죠, 조명?"
125174.0853.wav|불 끄고 할걸
125174.0854.wav|늦었습니다
125174.0855.wav|이게 좀 더 잘생겨 보이는 거 같은데
125174.0856.wav|액자? 여러분
125174.0857.wav|그렇습니다
125174.0858.wav|제가 제일 좋아하는 사진이죠
"125174.0859.wav|왜 좋아하는지 모르겠지만 너무 귀엽잖아요, 그냥"
125174.0860.wav|우리가 너무 귀엽지 않나요? 애들이?
125174.0861.wav|여기 제이홉 꽃만 있었으면 딱인데
125174.0862.wav|아무튼 다들 너무 좋아 보여서
125174.0863.wav|좋아하는데 이거 제가 주고 싶어서 똑같이 만들어 달라고 얘기하고 그리고 했고
125174.0864.wav|그다음 공방에 오시는 분들이 날마다 선물이 다르니까 서운해하실까 봐
125174.0865.wav|액자는 빼더라도 이 사진 똑같은 건 드렸으면 좋겠다고 말씀을 드려서
125174.0866.wav|그다음 날부터 사진도 같이 드렸던 거로 알고 있습니다
125174.0867.wav|받아보신 분들 잘 간직해 주십시오
125174.0868.wav|하트
125174.0869.wav|Love is nothing stronger than a boy with luv 뜻 알려달라고요
"125174.0870.wav|말장난이죠, 사실은"
125174.0871.wav|이거는 사실 멜라니가 이미 가이드를 해서 준 가사인데
125174.0872.wav|말이 안 되잖아요 사랑에 빠진...
"125174.0873.wav|아니지, '사랑에 빠진'이 아니라"
"125174.0874.wav|사랑과 함께, 사랑이 있는 소년보다 사랑은 더 강하지 않아"
125174.0875.wav|말장난인데
125174.0876.wav|이런 거죠
"125174.0877.wav|러브라는 건 정말 큰 거니까, 사랑은"
125174.0878.wav|하지만  'Boy With Luv'보다 강한 건 이 세상에 없다
125174.0879.wav|전 이런 식으로 이해했습니다
125174.0880.wav|많은 분들이 시험이라고 얘기를 해 주시는데
125174.0881.wav|제가 시험 부적 붙여드리겠습니다
125174.0882.wav|붙어라! 올백!
125174.0883.wav|이것도 짤로 돌겠네
125174.0884.wav|아무튼 그렇습니다
125174.0885.wav|이제 마지막이에요 여러분 이거 하나 하고 갈게요
125174.0886.wav|딱 보였어요 여러분 필라테스 아직 하냐고요?
125174.0887.wav|열심히 하고 있습니다 이건 스쿼트지만
125174.0888.wav|사실 활동기라 예전처럼 자주는 못하고
125174.0889.wav|필라테스 하게 된 이유가...
125174.0890.wav|멈췄죠?
125174.0891.wav|괜찮죠? 지금 안 끊겼죠?
125174.0892.wav|방금 연결이 불안정하다고 떴는데
125174.0893.wav|괜찮죠?
125174.0894.wav|아무튼
125174.0895.wav|아버지가 No More Dream 뮤직 비디오를 보시고 기함을 하셨더라고요
"125174.0896.wav|제가 거기서 걸어다니는 게 나오는데 등이 이래요, 이래서"
"125174.0897.wav|제가 옛날에 한창 에미넴, 나스 이런 거 들을 때 팔자로 걸으면서 듣고"
125174.0898.wav|이렇게 걸었거든요 혼자서 뮤비 찍으면서
125174.0899.wav|그러다 보니까 거북목에 등이 너무 굽어서 필라테스 시작하고
"125174.0900.wav|쫙 펴고 광배, 승모근 쫙 빼고 딱!"
125174.0901.wav|코어 힘 빡!
125174.0902.wav|이렇게 해서 지금의 남준이가 완성이 됐습니다
125174.0903.wav|여러분 이제 갈 시간이에요
125174.0904.wav|어떻게 재밌으셨는지 잘 모르겠고
125174.0905.wav|사실 이거 한다고 해서 제가 좀 여러 가지 얘기했는데
125174.0906.wav|다는 못한 거 같지만
125174.0907.wav|그래도 여러분이 'MAP OF THE SOUL : PERSONA' 앨범을 좋아하시는 데
125174.0908.wav|조금이라도 도움이 되길 바라고
125174.0909.wav|어쨌든 다들 너무 노력해서
125174.0910.wav|제가 다른 친구들이 녹음하면서 있는 비하인드나 그런 걸 일일이 다 알지 못하지만
125174.0911.wav|친구들이 이 방송을 본다면 그런 것들을 풀어주면 재밌을 거 같고
125174.0912.wav|내 가사에 대해서 어떻게 생각했는지 이런 거?
125174.0913.wav|풀어주면 재밌을 거 같고
125174.0914.wav|그냥 온전히 여러분을 위한 앨범이니까
125174.0915.wav|소중하게 선물처럼 간직해 주셨으면 좋겠고
"125174.0916.wav|그걸 알아주신다면, 알아주셔서 너무 감사하고"
125174.0917.wav|다음 앨범도 이제 작업을 시작하는데
"125174.0918.wav|더 열심히, 더 좋은 거"
"125174.0919.wav|아니지, 더 열심히 하는 거는 별로 중요하지 않죠"
125174.0920.wav|좋은 것들을 갖고 올 수 있게 부단히 노력하면서
125174.0921.wav|열심히 하겠습니다
125174.0922.wav|안무도 열심히 연습해서 조금 늘지 않았나요?
125174.0923.wav|아무튼 빌보드 무대도 잘하고 오겠습니다
125174.0924.wav|너무 감사하고 여러분 함께 해줘서 너무 고맙습니다
125174.0925.wav|안녕히 주무시고 좋은 꿈꾸십시오
125174.0926.wav|안녕히 주무세요 좋은 꿈 꾸시고요 좋은밤 되세요
125174.0927.wav|안녕!
